trade_id,timestamp,symbol,side,quantity,price,fees,strategy,account,fill_id
1269,1700000003360835160,MSFT,Sell,300,381.78,11.45,vol_arb,acc3,fill_00001269
1270,1700000003362895917,AAPL,Sell,5680,180.11,102.3,momentum,acc3,fill_00001270
1271,1700000003364049285,WMT,Sell,4570,163.87,74.89,stat_arb,acc3,fill_00001271
1272,1700000003368347216,META,Buy,3830,345.89,132.48,momentum,acc3,fill_00001272
1273,1700000003372001909,PFE,Sell,430,27.91,1.2,stat_arb,acc2,fill_00001273
1274,1700000003374528309,NVDA,Buy,620,459.44,28.49,macro,acc2,fill_00001274
1275,1700000003377817267,MA,Buy,6000,416.09,249.65,macro,acc2,fill_00001275
1276,1700000003378298820,NVDA,Buy,3080,461.78,142.23,momentum,acc3,fill_00001276
1277,1700000003383066904,V,Sell,2160,274.47,59.29,macro,acc3,fill_00001277
1278,1700000003385837030,UNH,Sell,7710,517.82,399.24,market_making,acc2,fill_00001278
1279,1700000003387703871,HD,Sell,170,344.61,5.86,momentum,acc3,fill_00001279
1280,1700000003387821046,KO,Sell,50,61.46,0.31,vol_arb,acc3,fill_00001280
1281,1700000003392022879,JNJ,Buy,8070,152.31,122.91,stat_arb,acc3,fill_00001281
1282,1700000003392382485,HD,Buy,3620,356.7,129.13,macro,acc2,fill_00001282
1283,1700000003395726787,NVDA,Buy,1280,448.47,57.4,vol_arb,acc2,fill_00001283
1284,1700000003397445711,HD,Buy,2270,349.49,79.33,market_making,acc1,fill_00001284
1285,1700000003398300404,KO,Sell,8280,57.98,48.01,momentum,acc1,fill_00001285
1286,1700000003402542771,MA,Buy,2880,406.91,117.19,macro,acc1,fill_00001286
1287,1700000003402702627,META,Sell,1140,350.49,39.96,market_making,acc3,fill_00001287
1288,1700000003406999662,BAC,Buy,5660,35.4,20.04,macro,acc3,fill_00001288
1289,1700000003408572104,MSFT,Buy,7640,391.68,299.24,stat_arb,acc1,fill_00001289
1290,1700000003410849991,ABBV,Buy,9030,149.64,135.12,momentum,acc3,fill_00001290
1291,1700000003411143914,PFE,Sell,6980,27.86,19.45,macro,acc2,fill_00001291
1292,1700000003411260313,PG,Buy,8750,158.06,138.3,vol_arb,acc2,fill_00001292
1293,1700000003412381355,XOM,Sell,5080,104.16,52.91,market_making,acc3,fill_00001293
1294,1700000003412845963,JPM,Buy,2850,183.87,52.4,market_making,acc1,fill_00001294
1295,1700000003416233113,META,Sell,840,345.77,29.04,macro,acc1,fill_00001295
1296,1700000003418225817,PG,Buy,9400,155.0,145.7,market_making,acc1,fill_00001296
1297,1700000003419137214,AAPL,Sell,4430,177.1,78.46,stat_arb,acc3,fill_00001297
1298,1700000003422041546,V,Buy,1110,256.55,28.48,stat_arb,acc2,fill_00001298
1299,1700000003426500896,JPM,Buy,7950,181.5,144.29,macro,acc3,fill_00001299
1300,1700000003430279547,AMZN,Sell,5930,186.9,110.83,stat_arb,acc2,fill_00001300
1301,1700000003433007525,MSFT,Buy,640,394.54,25.25,vol_arb,acc1,fill_00001301
1302,1700000003435636447,KO,Sell,680,60.33,4.1,stat_arb,acc2,fill_00001302
1303,1700000003438936327,JNJ,Buy,6330,155.63,98.51,vol_arb,acc1,fill_00001303
1304,1700000003439125301,HD,Sell,4760,354.04,168.52,macro,acc1,fill_00001304
1305,1700000003442074210,AAPL,Sell,5300,168.08,89.08,market_making,acc3,fill_00001305
1306,1700000003443788860,AMZN,Buy,130,178.89,2.33,momentum,acc3,fill_00001306
1307,1700000003444945670,XOM,Sell,3640,104.56,38.06,vol_arb,acc2,fill_00001307
1308,1700000003448775449,NVDA,Buy,1410,450.93,63.58,market_making,acc3,fill_00001308
1309,1700000003452531608,XOM,Sell,3190,104.29,33.27,macro,acc3,fill_00001309
1310,1700000003453853196,TSLA,Sell,3170,246.7,78.2,stat_arb,acc3,fill_00001310
1311,1700000003455166191,GOOG,Buy,5200,138.6,72.07,macro,acc1,fill_00001311
1312,1700000003458806696,MA,Buy,10000,425.64,425.64,stat_arb,acc2,fill_00001312
1313,1700000003460495125,BAC,Sell,6150,36.46,22.42,market_making,acc3,fill_00001313
1314,1700000003465343890,UNH,Sell,4290,517.68,222.08,stat_arb,acc2,fill_00001314
1315,1700000003467284399,AAPL,Buy,7100,176.45,125.28,momentum,acc2,fill_00001315
1316,1700000003469172334,JPM,Sell,7530,180.76,136.11,vol_arb,acc1,fill_00001316
1317,1700000003472630399,NVDA,Buy,3720,433.59,161.3,stat_arb,acc1,fill_00001317
1318,1700000003475732569,AAPL,Buy,1460,174.42,25.47,macro,acc2,fill_00001318
1319,1700000003476200869,AAPL,Buy,2030,177.23,35.98,market_making,acc1,fill_00001319
1320,1700000003478137513,V,Buy,3480,272.33,94.77,momentum,acc1,fill_00001320
1321,1700000003479714557,V,Buy,220,266.68,5.87,momentum,acc2,fill_00001321
1322,1700000003480745432,UNH,Buy,3130,510.38,159.75,market_making,acc3,fill_00001322
1323,1700000003482282902,XOM,Sell,9000,105.55,95.0,stat_arb,acc1,fill_00001323
1324,1700000003483594487,TSLA,Buy,1970,242.46,47.76,market_making,acc3,fill_00001324
1325,1700000003487297731,JPM,Buy,7820,178.87,139.88,macro,acc3,fill_00001325
1326,1700000003488984034,PFE,Sell,8090,28.25,22.85,market_making,acc1,fill_00001326
1327,1700000003493347707,ABBV,Sell,2150,156.88,33.73,stat_arb,acc2,fill_00001327
1328,1700000003493991901,NVDA,Sell,7700,461.1,355.05,market_making,acc2,fill_00001328
1329,1700000003498444685,HD,Buy,3300,342.14,112.91,market_making,acc3,fill_00001329
1330,1700000003502598874,BAC,Sell,2750,34.13,9.39,macro,acc3,fill_00001330
1331,1700000003503005934,META,Buy,9170,345.13,316.48,momentum,acc2,fill_00001331
1332,1700000003505072094,JNJ,Buy,3140,152.31,47.83,momentum,acc2,fill_00001332
1333,1700000003507307240,PFE,Buy,1380,28.25,3.9,stat_arb,acc2,fill_00001333
1334,1700000003511136020,XOM,Sell,2360,102.97,24.3,macro,acc2,fill_00001334
1335,1700000003514810425,HD,Sell,4430,346.06,153.3,vol_arb,acc2,fill_00001335
1336,1700000003519084118,UNH,Sell,3920,531.09,208.19,market_making,acc3,fill_00001336
1337,1700000003519820716,MA,Buy,3020,421.4,127.26,macro,acc3,fill_00001337
1338,1700000003524506364,MSFT,Sell,9490,380.53,361.12,market_making,acc1,fill_00001338
1339,1700000003529186762,META,Sell,2020,353.48,71.4,market_making,acc2,fill_00001339
1340,1700000003531826124,V,Buy,7230,267.66,193.52,macro,acc2,fill_00001340
1341,1700000003531997711,WMT,Sell,8430,163.91,138.18,market_making,acc2,fill_00001341
1342,1700000003535501459,ABBV,Buy,4840,149.71,72.46,momentum,acc2,fill_00001342
1343,1700000003537510525,JPM,Buy,4860,171.07,83.14,momentum,acc3,fill_00001343
1344,1700000003542246197,HD,Sell,3490,351.58,122.7,momentum,acc2,fill_00001344
1345,1700000003545850016,META,Sell,4610,344.14,158.65,macro,acc1,fill_00001345
1346,1700000003549093228,TSLA,Buy,3130,250.65,78.45,market_making,acc2,fill_00001346
1347,1700000003551084780,PG,Sell,7030,154.85,108.86,vol_arb,acc3,fill_00001347
1348,1700000003555694529,WMT,Sell,6020,170.73,102.78,momentum,acc1,fill_00001348
1349,1700000003558564871,ABBV,Sell,3910,155.79,60.91,momentum,acc2,fill_00001349
1350,1700000003559199302,PFE,Sell,1930,27.51,5.31,vol_arb,acc3,fill_00001350
1351,1700000003561854853,MSFT,Buy,1070,381.07,40.77,macro,acc1,fill_00001351
1352,1700000003562223784,KO,Sell,280,60.18,1.69,vol_arb,acc2,fill_00001352
1353,1700000003564050933,JPM,Sell,6760,181.26,122.53,macro,acc1,fill_00001353
1354,1700000003567964928,GOOG,Sell,5310,142.48,75.66,vol_arb,acc2,fill_00001354
1355,1700000003569382236,AMZN,Buy,5500,180.22,99.12,vol_arb,acc2,fill_00001355
1356,1700000003570059061,JNJ,Buy,1340,156.83,21.02,vol_arb,acc1,fill_00001356
1357,1700000003574983277,WMT,Buy,5150,162.93,83.91,vol_arb,acc2,fill_00001357
1358,1700000003576775282,AAPL,Buy,4570,178.25,81.46,momentum,acc3,fill_00001358
1359,1700000003579634223,ABBV,Sell,4720,156.22,73.74,vol_arb,acc3,fill_00001359
1360,1700000003580062089,MSFT,Sell,6620,386.15,255.63,market_making,acc2,fill_00001360
1361,1700000003581631154,PG,Buy,1840,152.67,28.09,macro,acc3,fill_00001361
1362,1700000003585355675,HD,Sell,9330,344.14,321.08,stat_arb,acc2,fill_00001362
1363,1700000003585821959,JPM,Buy,2810,175.31,49.26,macro,acc2,fill_00001363
1364,1700000003586481847,META,Sell,4220,358.87,151.44,market_making,acc1,fill_00001364
1365,1700000003587464534,XOM,Sell,4200,104.87,44.05,vol_arb,acc1,fill_00001365
1366,1700000003589684894,META,Buy,4740,359.85,170.57,vol_arb,acc2,fill_00001366
1367,1700000003592667703,JNJ,Buy,4070,155.74,63.39,stat_arb,acc1,fill_00001367
1368,1700000003594869936,AMZN,Buy,3350,178.07,59.65,vol_arb,acc1,fill_00001368
1369,1700000003595662404,PFE,Buy,7310,27.45,20.07,vol_arb,acc1,fill_00001369
1370,1700000003599711657,V,Buy,1750,273.9,47.93,momentum,acc2,fill_00001370
1371,1700000003600853114,PFE,Sell,1730,27.35,4.73,stat_arb,acc3,fill_00001371
1372,1700000003601047155,V,Buy,4520,267.63,120.97,stat_arb,acc3,fill_00001372
1373,1700000003605612401,META,Sell,7140,353.81,252.62,stat_arb,acc3,fill_00001373
1374,1700000003610098589,AMZN,Sell,7070,179.58,126.96,stat_arb,acc1,fill_00001374
1375,1700000003613364412,META,Buy,3840,352.14,135.22,momentum,acc1,fill_00001375
1376,1700000003614231016,AAPL,Sell,290,178.17,5.17,momentum,acc3,fill_00001376
1377,1700000003614860936,JPM,Buy,8170,179.78,146.88,momentum,acc3,fill_00001377
1378,1700000003616362229,GOOG,Sell,5250,141.94,74.52,macro,acc3,fill_00001378
1379,1700000003618052268,KO,Buy,9570,60.67,58.06,macro,acc2,fill_00001379
1380,1700000003621741588,AMZN,Buy,2190,182.5,39.97,stat_arb,acc2,fill_00001380
1381,1700000003624494403,AAPL,Sell,2180,176.91,38.57,vol_arb,acc1,fill_00001381
1382,1700000003625148187,V,Sell,450,273.46,12.31,market_making,acc3,fill_00001382
1383,1700000003629438934,AMZN,Buy,2580,181.04,46.71,stat_arb,acc3,fill_00001383
1384,1700000003632259814,JNJ,Buy,3410,157.37,53.66,market_making,acc3,fill_00001384
1385,1700000003636404216,MSFT,Sell,190,391.48,7.44,macro,acc3,fill_00001385
1386,1700000003640269959,JNJ,Buy,5160,147.11,75.91,momentum,acc1,fill_00001386
1387,1700000003641410617,WMT,Buy,7560,159.85,120.85,vol_arb,acc1,fill_00001387
1388,1700000003642176585,GOOG,Buy,3840,138.12,53.04,vol_arb,acc1,fill_00001388
1389,1700000003642594569,JPM,Sell,7570,180.02,136.28,market_making,acc1,fill_00001389
1390,1700000003645027662,UNH,Buy,5340,522.79,279.17,market_making,acc1,fill_00001390
1391,1700000003647048737,UNH,Sell,2490,509.6,126.89,momentum,acc3,fill_00001391
1392,1700000003647602342,JPM,Buy,6230,183.05,114.04,momentum,acc2,fill_00001392
1393,1700000003647753031,MSFT,Sell,720,373.38,26.88,momentum,acc1,fill_00001393
1394,1700000003649040287,META,Buy,940,354.07,33.28,momentum,acc1,fill_00001394
1395,1700000003653396872,MSFT,Sell,7430,388.51,288.66,vol_arb,acc2,fill_00001395
1396,1700000003654873935,META,Buy,4350,352.36,153.28,market_making,acc3,fill_00001396
1397,1700000003658734306,META,Sell,8840,354.74,313.59,vol_arb,acc1,fill_00001397
1398,1700000003661850697,JNJ,Sell,1720,151.81,26.11,macro,acc3,fill_00001398
1399,1700000003665586575,TSLA,Sell,210,250.96,5.27,vol_arb,acc2,fill_00001399
1400,1700000003666384782,WMT,Buy,5670,164.63,93.35,vol_arb,acc2,fill_00001400
1401,1700000003670289880,WMT,Sell,5760,162.48,93.59,macro,acc2,fill_00001401
1402,1700000003670993353,UNH,Buy,7330,514.08,376.82,momentum,acc1,fill_00001402
1403,1700000003671201014,XOM,Sell,5040,105.23,53.04,vol_arb,acc2,fill_00001403
1404,1700000003674611575,MA,Sell,5020,411.16,206.4,stat_arb,acc2,fill_00001404
1405,1700000003675037278,AMZN,Sell,9550,189.96,181.41,macro,acc1,fill_00001405
1406,1700000003676766582,PG,Sell,7900,159.24,125.8,macro,acc3,fill_00001406
1407,1700000003680965439,MA,Buy,6670,413.02,275.48,vol_arb,acc2,fill_00001407
1408,1700000003683135678,JPM,Sell,360,183.0,6.59,stat_arb,acc3,fill_00001408
1409,1700000003684476221,V,Sell,9670,267.58,258.75,momentum,acc2,fill_00001409
1410,1700000003686651686,KO,Buy,130,60.39,0.79,vol_arb,acc2,fill_00001410
1411,1700000003687425696,XOM,Buy,8980,105.62,94.85,vol_arb,acc1,fill_00001411
1412,1700000003691106553,V,Sell,5130,277.75,142.49,vol_arb,acc3,fill_00001412
1413,1700000003693790066,PG,Buy,1120,154.08,17.26,macro,acc2,fill_00001413
1414,1700000003695087233,V,Buy,9530,269.91,257.22,stat_arb,acc1,fill_00001414
1415,1700000003699312106,AAPL,Buy,720,169.58,12.21,vol_arb,acc3,fill_00001415
1416,1700000003702908832,WMT,Sell,1750,165.95,29.04,momentum,acc1,fill_00001416
1417,1700000003707089648,NVDA,Buy,4620,455.17,210.29,macro,acc1,fill_00001417
1418,1700000003708746892,META,Buy,7680,354.85,272.52,market_making,acc2,fill_00001418
1419,1700000003712544006,KO,Buy,8900,61.85,55.05,momentum,acc1,fill_00001419
1420,1700000003715102921,MSFT,Sell,1280,378.84,48.49,macro,acc1,fill_00001420
1421,1700000003719211812,BAC,Buy,100,35.63,0.36,stat_arb,acc2,fill_00001421
1422,1700000003719372433,ABBV,Buy,1000,156.33,15.63,vol_arb,acc3,fill_00001422
1423,1700000003723835130,V,Sell,4850,279.28,135.45,market_making,acc3,fill_00001423
1424,1700000003727537648,UNH,Sell,6990,551.05,385.18,momentum,acc2,fill_00001424
1425,1700000003730980267,JNJ,Buy,9990,147.36,147.21,market_making,acc2,fill_00001425
1426,1700000003731920615,AAPL,Sell,8920,173.2,154.49,momentum,acc1,fill_00001426
1427,1700000003733051529,XOM,Sell,9740,101.8,99.15,momentum,acc2,fill_00001427
1428,1700000003736942492,KO,Sell,5280,59.34,31.33,market_making,acc1,fill_00001428
1429,1700000003740064115,GOOG,Sell,6950,140.94,97.95,vol_arb,acc1,fill_00001429
1430,1700000003744228698,JNJ,Buy,3570,148.55,53.03,vol_arb,acc3,fill_00001430
1431,1700000003745171381,JNJ,Sell,6220,158.14,98.36,momentum,acc3,fill_00001431
1432,1700000003746472306,XOM,Buy,1310,104.1,13.64,macro,acc2,fill_00001432
1433,1700000003747982035,HD,Buy,4940,350.04,172.92,macro,acc1,fill_00001433
1434,1700000003750123453,META,Buy,7720,360.2,278.07,stat_arb,acc2,fill_00001434
1435,1700000003750468583,NVDA,Sell,9250,445.2,411.81,vol_arb,acc2,fill_00001435
1436,1700000003752417231,V,Sell,9750,272.21,265.4,momentum,acc3,fill_00001436
1437,1700000003756644080,MSFT,Sell,8930,377.66,337.25,momentum,acc3,fill_00001437
1438,1700000003757286546,UNH,Sell,9330,516.55,481.94,vol_arb,acc3,fill_00001438
1439,1700000003762100104,PG,Buy,2290,150.05,34.36,market_making,acc1,fill_00001439
1440,1700000003764640991,MSFT,Buy,920,374.53,34.46,momentum,acc3,fill_00001440
1441,1700000003765714960,ABBV,Sell,1310,158.5,20.76,market_making,acc2,fill_00001441
1442,1700000003770654489,AAPL,Sell,640,173.08,11.08,vol_arb,acc2,fill_00001442
1443,1700000003773435848,MA,Buy,5330,417.08,222.3,macro,acc3,fill_00001443
1444,1700000003775399306,AMZN,Sell,100,176.12,1.76,momentum,acc2,fill_00001444
1445,1700000003777335607,BAC,Sell,1510,34.81,5.26,macro,acc2,fill_00001445
1446,1700000003778659259,GOOG,Sell,3170,135.72,43.02,market_making,acc3,fill_00001446
1447,1700000003783574084,BAC,Buy,5070,34.98,17.73,market_making,acc3,fill_00001447
1448,1700000003786834145,GOOG,Sell,1570,140.91,22.12,momentum,acc3,fill_00001448
1449,1700000003787375103,NVDA,Sell,7450,444.54,331.18,vol_arb,acc2,fill_00001449
1450,1700000003788810512,AAPL,Sell,3460,171.5,59.34,market_making,acc2,fill_00001450
1451,1700000003792190987,MSFT,Sell,2900,384.03,111.37,momentum,acc3,fill_00001451
1452,1700000003796888028,JNJ,Buy,1350,152.56,20.6,stat_arb,acc3,fill_00001452
1453,1700000003799538785,HD,Buy,5920,361.1,213.77,momentum,acc2,fill_00001453
1454,1700000003803685799,WMT,Buy,2150,166.09,35.71,stat_arb,acc2,fill_00001454
1455,1700000003808614970,AMZN,Buy,3860,185.86,71.74,vol_arb,acc3,fill_00001455
1456,1700000003810126126,GOOG,Buy,3650,141.74,51.74,stat_arb,acc1,fill_00001456
1457,1700000003814549909,UNH,Sell,9940,518.94,515.83,momentum,acc3,fill_00001457
1458,1700000003818038856,JPM,Buy,1220,180.24,21.99,macro,acc1,fill_00001458
1459,1700000003821287701,MSFT,Sell,8860,388.79,344.47,vol_arb,acc2,fill_00001459
1460,1700000003825121623,MA,Buy,1230,423.19,52.05,macro,acc1,fill_00001460
1461,1700000003825414785,ABBV,Sell,2810,156.06,43.85,stat_arb,acc3,fill_00001461
1462,1700000003827033933,JNJ,Sell,6610,154.24,101.95,momentum,acc1,fill_00001462
1463,1700000003829862151,MSFT,Buy,4160,373.88,155.53,stat_arb,acc2,fill_00001463
1464,1700000003834626721,PFE,Sell,660,27.26,1.8,stat_arb,acc1,fill_00001464
1465,1700000003835710923,NVDA,Buy,60,448.59,2.69,macro,acc2,fill_00001465
1466,1700000003838447429,AMZN,Buy,1320,175.34,23.14,stat_arb,acc3,fill_00001466
1467,1700000003840701292,GOOG,Buy,1280,138.15,17.68,macro,acc2,fill_00001467
1468,1700000003843851051,PFE,Buy,4340,28.81,12.5,momentum,acc2,fill_00001468
1469,1700000003844338321,XOM,Sell,6750,104.56,70.58,macro,acc2,fill_00001469
1470,1700000003845611510,ABBV,Sell,7120,152.37,108.49,market_making,acc3,fill_00001470
1471,1700000003850226338,XOM,Buy,7050,109.26,77.03,stat_arb,acc3,fill_00001471
1472,1700000003850701607,JPM,Buy,1930,184.46,35.6,momentum,acc1,fill_00001472
1473,1700000003855432711,META,Sell,2850,360.71,102.8,momentum,acc3,fill_00001473
1474,1700000003859072829,MSFT,Sell,2670,367.89,98.23,vol_arb,acc2,fill_00001474
1475,1700000003859871214,V,Sell,9630,277.9,267.62,momentum,acc3,fill_00001475
1476,1700000003861680501,MSFT,Sell,6490,378.37,245.56,market_making,acc3,fill_00001476
1477,1700000003866070665,KO,Buy,4300,59.26,25.48,momentum,acc2,fill_00001477
1478,1700000003869808193,JNJ,Buy,9880,154.01,152.16,stat_arb,acc3,fill_00001478
1479,1700000003870830857,PFE,Sell,680,27.86,1.89,market_making,acc3,fill_00001479
1480,1700000003871677226,MA,Sell,7970,417.54,332.78,momentum,acc2,fill_00001480
1481,1700000003871859965,AMZN,Sell,9930,187.18,185.87,momentum,acc2,fill_00001481
1482,1700000003872840791,AMZN,Buy,5400,179.58,96.97,vol_arb,acc1,fill_00001482
1483,1700000003877378030,MA,Sell,5650,412.88,233.28,market_making,acc3,fill_00001483
1484,1700000003878309057,GOOG,Buy,3260,142.63,46.5,market_making,acc3,fill_00001484
1485,1700000003882869130,PFE,Sell,4890,27.82,13.6,macro,acc1,fill_00001485
1486,1700000003885142291,AAPL,Buy,6740,177.39,119.56,market_making,acc1,fill_00001486
1487,1700000003888347340,JPM,Sell,7240,182.51,132.14,vol_arb,acc1,fill_00001487
1488,1700000003892129603,MA,Sell,5150,415.24,213.85,macro,acc3,fill_00001488
1489,1700000003894148615,WMT,Buy,9710,172.93,167.92,market_making,acc2,fill_00001489
1490,1700000003896872042,MSFT,Buy,790,377.7,29.84,momentum,acc3,fill_00001490
1491,1700000003897453644,MSFT,Sell,5680,361.85,205.53,vol_arb,acc1,fill_00001491
1492,1700000003901110276,XOM,Buy,4920,101.81,50.09,macro,acc3,fill_00001492
1493,1700000003902256264,JNJ,Buy,6320,155.06,98.0,momentum,acc3,fill_00001493
1494,1700000003902417419,PG,Sell,2510,159.56,40.05,macro,acc3,fill_00001494
1495,1700000003902872726,KO,Sell,9880,59.94,59.22,momentum,acc3,fill_00001495
1496,1700000003907364299,JPM,Buy,770,178.71,13.76,market_making,acc1,fill_00001496
1497,1700000003911010350,BAC,Sell,1750,35.28,6.17,market_making,acc1,fill_00001497
1498,1700000003913945352,JPM,Buy,2980,179.09,53.37,momentum,acc1,fill_00001498
1499,1700000003918817144,JNJ,Buy,9460,157.46,148.96,market_making,acc3,fill_00001499
1500,1700000003923241714,GOOG,Sell,9140,137.61,125.78,market_making,acc1,fill_00001500
1501,1700000003927203442,UNH,Sell,3630,511.88,185.81,stat_arb,acc1,fill_00001501
1502,1700000003930237120,NVDA,Sell,3640,459.54,167.27,momentum,acc1,fill_00001502
1503,1700000003934775503,XOM,Buy,4210,105.12,44.26,stat_arb,acc2,fill_00001503
1504,1700000003934933472,TSLA,Sell,2320,245.24,56.9,market_making,acc2,fill_00001504
1505,1700000003936561725,PFE,Sell,1120,28.1,3.15,vol_arb,acc3,fill_00001505
1506,1700000003940347316,NVDA,Buy,3630,449.98,163.34,momentum,acc1,fill_00001506
1507,1700000003942037519,WMT,Buy,1370,164.64,22.56,vol_arb,acc2,fill_00001507
1508,1700000003944915939,GOOG,Buy,6830,141.01,96.31,market_making,acc1,fill_00001508
1509,1700000003948548342,BAC,Sell,8200,35.76,29.32,momentum,acc2,fill_00001509
1510,1700000003952002745,XOM,Sell,1350,105.77,14.28,stat_arb,acc1,fill_00001510
1511,1700000003953407525,MA,Buy,7860,422.55,332.12,momentum,acc1,fill_00001511
1512,1700000003956377611,PG,Buy,4450,152.49,67.86,stat_arb,acc2,fill_00001512
1513,1700000003958555865,KO,Buy,7470,60.12,44.91,macro,acc1,fill_00001513
1514,1700000003960748544,V,Buy,8850,269.29,238.32,vol_arb,acc1,fill_00001514
1515,1700000003964823845,AMZN,Buy,1940,185.57,36.0,macro,acc3,fill_00001515
1516,1700000003966171449,JPM,Buy,1360,177.66,24.16,momentum,acc1,fill_00001516
1517,1700000003969847537,AAPL,Buy,940,176.63,16.6,stat_arb,acc2,fill_00001517
1518,1700000003973364193,XOM,Sell,7170,103.98,74.55,market_making,acc2,fill_00001518
1519,1700000003977483974,GOOG,Sell,6600,138.49,91.4,stat_arb,acc2,fill_00001519
1520,1700000003978507181,V,Sell,2880,277.98,80.06,momentum,acc2,fill_00001520
1521,1700000003979006112,NVDA,Buy,10,445.02,0.45,stat_arb,acc3,fill_00001521
1522,1700000003981804220,META,Sell,4840,348.2,168.53,vol_arb,acc1,fill_00001522
1523,1700000003984020355,BAC,Sell,3430,35.94,12.33,market_making,acc1,fill_00001523
1524,1700000003984933103,AAPL,Buy,3400,170.92,58.11,macro,acc3,fill_00001524
1525,1700000003988150245,JPM,Sell,2160,185.04,39.97,macro,acc2,fill_00001525
1526,1700000003988981993,AMZN,Buy,6450,179.92,116.05,macro,acc3,fill_00001526
1527,1700000003990679465,META,Sell,9480,346.46,328.44,stat_arb,acc1,fill_00001527
1528,1700000003995364502,KO,Sell,3090,59.44,18.37,momentum,acc3,fill_00001528
1529,1700000003996753599,GOOG,Buy,1970,131.64,25.93,vol_arb,acc3,fill_00001529
1530,1700000003998971936,PFE,Sell,9170,27.47,25.19,stat_arb,acc2,fill_00001530
1531,1700000003999639916,BAC,Sell,5370,35.74,19.19,macro,acc1,fill_00001531
1532,1700000004001140269,KO,Sell,7140,60.97,43.53,macro,acc1,fill_00001532
1533,1700000004002835706,JNJ,Sell,7020,154.48,108.44,macro,acc3,fill_00001533
1534,1700000004003564730,NVDA,Sell,7690,438.45,337.17,vol_arb,acc2,fill_00001534
1535,1700000004005942188,META,Buy,40,349.48,1.4,momentum,acc3,fill_00001535
1536,1700000004007869291,ABBV,Buy,9010,158.35,142.67,macro,acc3,fill_00001536
1537,1700000004012373924,V,Sell,8730,267.19,233.26,momentum,acc2,fill_00001537
1538,1700000004014726388,PFE,Buy,1760,28.11,4.95,market_making,acc1,fill_00001538
1539,1700000004016069071,V,Buy,2770,276.58,76.61,stat_arb,acc3,fill_00001539
1540,1700000004018257902,META,Buy,20,344.11,0.69,market_making,acc2,fill_00001540
1541,1700000004019056221,PFE,Sell,7400,27.36,20.25,momentum,acc2,fill_00001541
1542,1700000004021629982,UNH,Buy,6410,527.8,338.32,momentum,acc3,fill_00001542
1543,1700000004024076190,NVDA,Sell,9950,434.64,432.47,stat_arb,acc3,fill_00001543
1544,1700000004029068939,AMZN,Sell,9690,175.87,170.42,macro,acc3,fill_00001544
1545,1700000004030898326,HD,Buy,3330,338.36,112.67,market_making,acc1,fill_00001545
1546,1700000004035877675,JNJ,Buy,4570,155.57,71.1,market_making,acc1,fill_00001546
1547,1700000004039995876,MSFT,Sell,1860,392.15,72.94,vol_arb,acc1,fill_00001547
1548,1700000004041573198,META,Sell,9660,348.7,336.84,stat_arb,acc2,fill_00001548
1549,1700000004043039858,NVDA,Sell,7040,437.11,307.73,macro,acc1,fill_00001549
1550,1700000004043722481,TSLA,Buy,4370,250.33,109.39,vol_arb,acc1,fill_00001550
1551,1700000004048241419,TSLA,Buy,6180,260.95,161.27,stat_arb,acc2,fill_00001551
1552,1700000004051562565,AAPL,Buy,8470,181.57,153.79,stat_arb,acc1,fill_00001552
1553,1700000004053745816,MSFT,Sell,1470,381.22,56.04,macro,acc1,fill_00001553
1554,1700000004053924636,AMZN,Sell,8740,179.36,156.76,vol_arb,acc3,fill_00001554
1555,1700000004057751914,NVDA,Sell,3400,444.16,151.01,vol_arb,acc1,fill_00001555
1556,1700000004059897130,GOOG,Sell,6430,139.44,89.66,stat_arb,acc1,fill_00001556
1557,1700000004064565919,WMT,Buy,5240,164.82,86.37,vol_arb,acc1,fill_00001557
1558,1700000004064676072,JPM,Buy,2330,178.18,41.52,market_making,acc1,fill_00001558
1559,1700000004068003536,AMZN,Sell,1740,180.9,31.48,stat_arb,acc1,fill_00001559
1560,1700000004068956961,WMT,Sell,790,163.76,12.94,stat_arb,acc1,fill_00001560
1561,1700000004070324504,NVDA,Sell,5440,447.0,243.17,market_making,acc3,fill_00001561
1562,1700000004071945907,PG,Buy,9150,153.7,140.64,market_making,acc2,fill_00001562
1563,1700000004072917672,V,Sell,6780,266.03,180.37,market_making,acc2,fill_00001563
1564,1700000004073658305,AAPL,Buy,7970,173.29,138.11,vol_arb,acc2,fill_00001564
1565,1700000004077771683,MSFT,Buy,5920,374.46,221.68,vol_arb,acc3,fill_00001565
1566,1700000004080207710,TSLA,Buy,3310,253.17,83.8,vol_arb,acc2,fill_00001566
1567,1700000004082986324,BAC,Sell,4930,34.99,17.25,vol_arb,acc3,fill_00001567
1568,1700000004085883632,TSLA,Buy,3930,244.89,96.24,macro,acc2,fill_00001568
1569,1700000004090450351,PFE,Buy,3940,28.32,11.16,stat_arb,acc3,fill_00001569
1570,1700000004094089007,XOM,Buy,7200,106.7,76.82,momentum,acc1,fill_00001570
1571,1700000004097229025,PFE,Sell,9810,28.28,27.74,momentum,acc1,fill_00001571
1572,1700000004097828796,MA,Sell,8700,428.52,372.81,momentum,acc2,fill_00001572
1573,1700000004101790813,TSLA,Sell,2490,242.95,60.49,momentum,acc1,fill_00001573
1574,1700000004102359448,TSLA,Buy,9860,249.07,245.58,stat_arb,acc3,fill_00001574
1575,1700000004106022163,MA,Buy,7190,415.6,298.82,stat_arb,acc3,fill_00001575
